River,Station,Latitude,Longitude,2026-08-08,2026-08-09
River Indus,Kargil,34.56,76.13,4.6,0.9
River Indus,Leh and Ladakh,34.15,77.58,2.2,1.1
River Indus,Kakul,34.18,73.25,1.3,1.0
River Indus,Malam Jabba,34.79,72.57,5.7,2.8
River Jhelum,Srinagar,34.08,74.79,6.3,3.2
River Jhelum,Bandipore,34.42,74.64,5.5,
River Jhelum,Pulwama,33.87,74.89,,2.4
River Jhelum,Badgam,34.02,74.77,6.3,3.2
River Jhelum,Kupwara,34.53,74.26,0.1,1.5
River Jhelum,Baramulla,34.2,74.35,1.1,3.4
River Jhelum,Anantnag,33.73,75.15,12.0,2.0
River Jhelum,Poonch,33.77,74.09,2.8,0.3
River Jhelum,Qila Rohtas,32.65,73.58,,
River Jhelum,Mangla,33.14,73.64,1.2,1.0
River Jhelum,Mandi Bahauddin,32.59,73.49,1.7,0.0
River Jhelum,Chakwal,32.93,72.86,1.8,4.1
River Jhelum,Palandri,33.71,73.75,3.2,8.5
River Chenab,Kishtwar,33.31,75.77,15.8,0.5
River Chenab,Ramban,33.24,75.24,19.6,
River Chenab,Reasi,33.08,74.83,17.5,
River Chenab,Jammu,32.73,74.86,14.4,
River Chenab,Rajouri,33.38,74.31,,0.8
River Chenab,Doda,33.15,75.55,10.7,1.8
River Chenab,Gujranwala,32.16,74.19,0.5,1.6
River Chenab,Sialkot,32.49,74.52,5.9,2.1
River Chenab,Hafizabad,32.07,73.69,0.9,0.1
River Chenab,Gujrat,32.57,74.08,1.9,0.4
River Ravi,Chamba,32.55,76.13,,
River Ravi,Kathua,32.37,75.52,9.9,1.1
River Ravi,Gurdaspur,32.04,75.4,16.5,2.7
River Ravi,Pathankot,32.27,75.65,4.4,1.7
River Ravi,Narowal,32.1,74.87,1.8,2.0
River Ravi,Okara,30.81,73.45,0.2,0.5
River Ravi,Lahore,31.52,74.36,,
River Sutlej,Bilaspur,31.33,76.76,5.2,9.0
River Sutlej,Kangra,32.1,76.27,11.0,5.1
River Sutlej,Kullu,31.96,77.11,4.7,2.5
River Sutlej,Mandi,31.71,76.93,5.2,9.3
River Sutlej,Solan,30.9,77.1,4.5,4.0
River Sutlej,Hoshiarpur,31.53,75.91,1.5,
River Sutlej,Kapurthala,31.38,75.38,7.6,
River Sutlej,Bahawalnagar,29.99,73.25,,0.4
Nullah Aik & Palku,Udhampur,32.92,75.14,17.7,2.5
Nullah Deg,Samba,32.57,75.12,22.4,0.7
